,Hotel_name,Rating,Description,Link,City_name,Lat,Lon
264,Hôtel Le Presbytère,9.3,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel Le Presbytère !   pour économiser. L'Hôtel Le Presbytère vous accueille dans un ancien presbytère. Il est situé dans le centre de Paris, à seulement 300 mètres du célèbre Centre Pompidou et à 350 mètres du centre commercial des Halles. Notre-Dame de Paris est à 800 mètres. Réparties sur 5 étages, les chambres de cet hôtel 3 étoiles disposent toutes d'une salle de bains privative. Leur décoration et leur mobilier gothiques vous plongeront dans une autre époque. Un plateau de courtoisie est mis à votre disposition en chambre. Un petit-déjeuner continental est servi quotidiennement, dans le confort de votre chambre sur réservation préalable. Vous trouverez des bars et des restaurants à quelques minutes de marche.  L'Hôtel Le Presbytère se trouve à seulement 350 mètres de la station de métro Châtelet (lignes 1, 4, 7, 11 et 14) qui vous permettra de découvrir aisément les autres quartiers de Paris. Un parking public est disponible moyennant des frais supplémentaires.  C'est le quartier préféré des voyageurs visitant Paris, selon les commentaires clients indépendants. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  ", https://www.booking.com/hotel/fr/hotel-le-presbytere.fr.html?label=gen173nr-1FCAMoTTjjAkgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBAogCAagCA7gCkuqqlgbAAgHSAiRmYjcyNzhiZC1kZDg2LTRlOTAtOTcwZi1iMjFkNjkyZGJkOWLYAgXgAgE&sid=1b0b1ea9085c05c4244ffa6130b1802b,Paris,48.8589716,2.3504022
265,Cheval Blanc Paris & Dior Spa Cheval Blanc Paris,9.5,"Doté d’un bar, le Cheval Blanc Paris & Dior Spa Cheval Blanc Paris vous accueille à Paris, en Île-de-France, à 400 mètres du musée du Louvre et de la Sainte-Chapelle. Installé dans le 1er arrondissement, l’établissement vous propose une piscine intérieure, une salle de sport, un spa et 4 restaurants. Vous bénéficierez également d’une réception ouverte 24h/24 et d’un service d’étage. Toutes les chambres comportent la climatisation, une télévision par câble à écran plat, un minibar, une bouilloire, une douche, des peignoirs et un bureau. Les logements de l’hôtel disposent de chaussons et d’un iPad. Au Cheval Blanc & Dior Spa Paris, vous pourrez déguster un petit-déjeuner à la carte ou américain. Lors de votre séjour, vous pourrez profiter d’un sauna. Le Cheval Blanc Paris & Dior Spa Cheval Blanc Paris se trouve à proximité de lieux d’intérêt prisés de la capitale, comme le Centre Pompidou, la cathédrale Notre-Dame et le jardin des Tuileries. L’aéroport de Paris-Orly, le plus proche, est situé à 14 km de l’hôtel.  C'est le quartier préféré des voyageurs visitant Paris, selon les commentaires clients indépendants. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  ", https://www.booking.com/hotel/fr/cheval-blanc-paris.fr.html?label=gen173nr-1FCAMoTTjjAkgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBAogCAagCA7gCkuqqlgbAAgHSAiRmYjcyNzhiZC1kZDg2LTRlOTAtOTcwZi1iMjFkNjkyZGJkOWLYAgXgAgE&sid=1b0b1ea9085c05c4244ffa6130b1802b,Paris,48.858897,2.342046
266,Nouvel hotel,8.2,"Situé à Paris, à 2,1 km de l'Opéra Bastille, le Nouvel hôtel propose des installations telles qu'un jardin et un salon commun. Vous séjournerez à environ 3,4 km de la place de la République et à 3,6 km de la cathédrale Notre-Dame. Toutes les chambres s'ouvrent sur une terrasse offrant une vue sur le jardin. Décorées de manière personnalisée, les chambres comprennent un bureau, une télévision à écran plat et une salle de bains privative. Elles sont également dotées d'une armoire. L'établissement sert un petit-déjeuner continental. Parlant anglais et allemand, le personnel de la réception ouverte 24h/24 pourra vous fournir un ventilateur sur demande. Le Nouvel hôtel est à 3,6 km du centre Pompidou. L'aéroport de Paris-Orly, le plus proche, se trouve quant à lui à 13 km.  Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  ", https://www.booking.com/hotel/fr/nouvel-paris1234567.fr.html?label=gen173nr-1FCAMoTTjjAkgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBAogCAagCA7gCkuqqlgbAAgHSAiRmYjcyNzhiZC1kZDg2LTRlOTAtOTcwZi1iMjFkNjkyZGJkOWLYAgXgAgE&sid=1b0b1ea9085c05c4244ffa6130b1802b,Paris,48.847018,2.397433
267,Hotel Puy De Dôme,8.0,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hotel Puy De Dôme !   pour économiser. Bien situé dans le 18ème arr. L'Hotel Puy De Dôme est situé à Paris, à 2,3 km du Sacré-Cœur, à 2,8 km de la salle de concert La Cigale et à 3,2 km de l'opéra Garnier. Il propose une réception ouverte 24h/24 et une connexion Wi-Fi gratuite. Toutes les chambres comprennent une armoire. Elles comprennent également un bureau, une télévision à écran plat et une salle de bains privative. Le musée de l'Orangerie se trouve à 4,1 km. L'aéroport de Paris-Orly, le plus proche, est implanté à 21 km.  Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  ", https://www.booking.com/hotel/fr/puy-dome.fr.html?label=gen173nr-1FCAMoTTjjAkgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBAogCAagCA7gCkuqqlgbAAgHSAiRmYjcyNzhiZC1kZDg2LTRlOTAtOTcwZi1iMjFkNjkyZGJkOWLYAgXgAgE&sid=1b0b1ea9085c05c4244ffa6130b1802b,Paris,48.894088,2.333771
268,Campanile Paris 14 - Maine Montparnasse,8.0,"Installé à 15 minutes à pied de la tour et de la gare Montparnasse, cet hôtel propose un bar et une réception ouverte 24h/24. Située à seulement 350 mètres, la station de métro Pernety vous permet d'accéder directement aux Champs-Élysées. Les chambres sont climatisées et équipées d'une télévision par satellite et d'une connexion Wi-Fi gratuite. Chacune dispose également d'une salle de bains privative avec sèche-cheveux. Un petit-déjeuner buffet est servi chaque matin à l'hôtel Campanile Paris 14 - Maine Montparnasse. Vous pouvez également prendre un verre au bar de l'hôtel. Le théâtre de la Gaîté-Montparnasse se trouve à seulement 550 mètres de l'hôtel, tandis que le jardin du Luxembourg vous attend à 20 minutes à pied.  C'est le quartier préféré des voyageurs visitant Paris, selon les commentaires clients indépendants. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  Chaîne hôtelière/marque:Campanile", https://www.booking.com/hotel/fr/campparmainemontpar.fr.html?label=gen173nr-1FCAMoTTjjAkgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBAogCAagCA7gCkuqqlgbAAgHSAiRmYjcyNzhiZC1kZDg2LTRlOTAtOTcwZi1iMjFkNjkyZGJkOWLYAgXgAgE&sid=1b0b1ea9085c05c4244ffa6130b1802b,Paris,48.83438614,2.32391462
269,Modern Hôtel Montmartre,8.3,"L'hôtel Modern Montmartre se trouve près de Montmartre et du Moulin Rouge. Il propose des tarifs économiques pour votre séjour à Paris. Le Modern Hotel Montmartre dispose de 35 chambres tout confort dotées de double vitrage et d'une décoration simple. L'hôtel se trouve non loin de la gare Saint Lazare. Il se trouve à deux pas de la station de métro Place de Clichy, qui permet de rejoindre le centre de Paris, plusieurs gares et l'aéroport Charles de Gaulle.  C'est le quartier préféré des voyageurs visitant Paris, selon les commentaires clients indépendants. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  ", https://www.booking.com/hotel/fr/modern-montmartre.fr.html?label=gen173nr-1FCAMoTTjjAkgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBAogCAagCA7gCkuqqlgbAAgHSAiRmYjcyNzhiZC1kZDg2LTRlOTAtOTcwZi1iMjFkNjkyZGJkOWLYAgXgAgE&sid=1b0b1ea9085c05c4244ffa6130b1802b,Paris,48.88499932,2.32934564
270,Terminus Orléans Paris,8.3,"Le Terminus Orléans Paris se trouve dans le 14ème arrondissement de Paris, en face de la station de métro Porte d'Orléans et d'un arrêt de tramway permettant d'accéder directement aux principaux sites d'intérêt de Paris. Une connexion Wi-Fi est disponible gratuitement. Décorées simplement, toutes les chambres disposent de fenêtres à double vitrage, d'une télévision, d'un coffre-fort et d'une salle de bains privative. Le restaurant de l'Hotel Terminus Orleans sert une cuisine française traditionnelle et un petit-déjeuner continental dans le coin repas décoré sur le thème de l'automobile. Vous pourrez également prendre un verre au bar de l'hôtel. La réception du Terminus Orléans Paris Hotel est ouverte 24h/24. Toutes les chambres sont desservies par un ascenseur. L'établissement est à 10 minutes de marche du parc Montsouris, et vous pourrez accéder à la porte de Versailles en moins de 10 minutes en tramway.  C'est le quartier préféré des voyageurs visitant Paris, selon les commentaires clients indépendants. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  ", https://www.booking.com/hotel/fr/terminus-orleans-paris.fr.html?label=gen173nr-1FCAMoTTjjAkgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBAogCAagCA7gCkuqqlgbAAgHSAiRmYjcyNzhiZC1kZDg2LTRlOTAtOTcwZi1iMjFkNjkyZGJkOWLYAgXgAgE&sid=1b0b1ea9085c05c4244ffa6130b1802b,Paris,48.82354529,2.32470274
271,Hôtel Orchidée,8.3,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel Orchidée !   pour économiser. L'Hôtel Orchidée vous accueille à Paris, dans le quartier de Montparnasse. Il met à votre disposition une cour fleurie, une connexion Wi-Fi gratuite et des chambres élégantes, dont certaines offrent une vue sur la cour. Tous les hébergements de l'Hôtel Orchidée disposent d'une salle de bains privative, de la télévision par câble et d'un plateau de bienvenue à l'arrivée. Ils sont tous desservis par un ascenseur. Tous les matins, un petit-déjeuner buffet froid vous sera proposé. En été, vous pourrez le prendre sur la terrasse. Vous apprécierez également de consommer un verre au bar ou dans la cour de l'hôtel. L'établissement est situé à 260 mètres de la station de métro Pernety, qui permet d'accéder directement au quartier des Invalides et à la gare Saint-Lazare. L'Hôtel Orchidée se trouve aussi à proximité de la gare TGV et de la tour Montparnasse ainsi que de l'arrêt de la navette pour l'aéroport de Paris-Charles-de-Gaulle.  C'est le quartier préféré des voyageurs visitant Paris, selon les commentaires clients indépendants. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  ", https://www.booking.com/hotel/fr/de-l-orchidee.fr.html?label=gen173nr-1FCAMoTTjjAkgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBAogCAagCA7gCkuqqlgbAAgHSAiRmYjcyNzhiZC1kZDg2LTRlOTAtOTcwZi1iMjFkNjkyZGJkOWLYAgXgAgE&sid=1b0b1ea9085c05c4244ffa6130b1802b,Paris,48.83583542,2.31887564
272,Libertel Canal Saint Martin,8.0,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Libertel Canal Saint Martin !   pour économiser. Le Libertel Canal Saint Martin se situe dans le nord de Paris, à proximité du canal Saint-Martin et du parc des Buttes Chaumont, à seulement 2 stations de métro de la gare du Nord et de la gare de l'Est. L'hôtel comprend 3 bâtiments reliés par une série de cours charmantes dotées de caractéristiques inhabituelles. Les chambres climatisées sont décorées dans un style classique et offrent de superbes vues sur les bâtiments couverts de lierre, sur les façades parisiennes ou sur les cours intérieures. Elles sont équipées d'une connexion Wi-Fi gratuite, de la télévision par satellite et d'une salle de bains privative. Vous dégusterez le petit-déjeuner chaque matin dans la salle à manger colorée. La réception est ouverte 24h/24 et propose des services de nettoyage à sec et de blanchisserie. Le Libertel Canal Saint Martin se trouve à 1,4 km de Belleville et à 1,7 km du parc de la Villette. La station de métro Jaurès se situe à 140 mètres de l'hôtel et vous permettra de rejoindre tous les célèbres sites touristiques parisiens.  Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  ", https://www.booking.com/hotel/fr/libertel-villette.fr.html?label=gen173nr-1FCAMoTTjjAkgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBAogCAagCA7gCkuqqlgbAAgHSAiRmYjcyNzhiZC1kZDg2LTRlOTAtOTcwZi1iMjFkNjkyZGJkOWLYAgXgAgE&sid=1b0b1ea9085c05c4244ffa6130b1802b,Paris,48.88230159,2.37100571
273,ibis Paris Bercy Village,8.2,"L'ibis Paris Bercy Village est situé dans le quartier animé de Bercy, à seulement 100 mètres de la station de métro Cour Saint-Émilion et à 10 minutes à pied de l'AccorHotels Arena. Il propose des hébergements climatisés dotés d'une connexion Wi-Fi gratuite. Les chambres comportent une télévision par satellite à écran plat ainsi qu'une salle de bains privative pourvue d'une douche et d'un sèche-cheveux. Un petit-déjeuner buffet composé de plats sucrés et salés tels que des œufs, de la salade de fruits, des yaourts et des jus de fruits est servi tous les matins. Des viennoiseries cuites sur place et des madeleines françaises fraîches sont également proposées, ainsi qu'une boisson chaude et un fruit à emporter. En dehors des horaires normaux, un petit-déjeuner plus léger est servi à partir de 4h00. Vous pourrez déguster des pizzas ou des pâtes au restaurant de l'hôtel. Le quartier de Bercy regorge de magasins et de restaurants, et comporte aussi un cinéma. Par ailleurs, l'ibis Paris Bercy Village se trouve à 20 minutes à pied de la Gare de Lyon. Enfin, le métro vous permettra de rejoindre directement le cœur historique de Paris en 10 minutes.  Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  Chaîne hôtelière/marque:ibis", https://www.booking.com/hotel/fr/ibis-paris-bercy-village.fr.html?label=gen173nr-1FCAMoTTjjAkgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBAogCAagCA7gCkuqqlgbAAgHSAiRmYjcyNzhiZC1kZDg2LTRlOTAtOTcwZi1iMjFkNjkyZGJkOWLYAgXgAgE&sid=1b0b1ea9085c05c4244ffa6130b1802b,Paris,48.832466,2.3867821
274,Hôtel du Sentier,9.0,"Situé à Paris, à moins de 1 km du Centre Pompidou, l'Hôtel du Sentier propose des hébergements climatisés et un bar. Il propose un restaurant, une réception ouverte 24h/24, un service d'étage et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. L'hôtel dispose de chambres familiales. Toutes les chambres comprennent un bureau, une télévision à écran plat, une salle de bains privative, du linge de lit et des serviettes. Les chambres sont équipées d'un coffre-fort. Certaines possèdent également une terrasse. Toutes les chambres disposent d'une armoire. L'Hôtel du Sentier sert un petit-déjeuner continental ou à la carte. Vous pourrez pratiquer diverses activités à Paris et dans ses environs, telles que le vélo et la randonnée. Vous séjournerez à proximité du musée du Louvre, de l'opéra Garnier et de la Sainte-Chapelle. L'aéroport de Paris-Orly, le plus proche, est implanté à 15 km.  C'est le quartier préféré des voyageurs visitant Paris, selon les commentaires clients indépendants. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  ", https://www.booking.com/hotel/fr/du-sentier.fr.html?label=gen173nr-1FCAMoTTjjAkgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBAogCAagCA7gCkuqqlgbAAgHSAiRmYjcyNzhiZC1kZDg2LTRlOTAtOTcwZi1iMjFkNjkyZGJkOWLYAgXgAgE&sid=1b0b1ea9085c05c4244ffa6130b1802b,Paris,48.868133,2.34871
275,VILLA M,9.0,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement VILLA M !   pour économiser. Située à Paris, à 1,5 km du musée Rodin, la VILLA M propose un restaurant, un parking privé, un bar et un jardin. Il propose une réception ouverte 24h/24, un service d'étage et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. L'hôtel propose des chambres familiales. Les chambres climatisées comprennent un bureau, une machine à café, un réfrigérateur, un minibar, un coffre-fort, une télévision à écran plat et une salle de bains privative avec douche. Le linge de lit et les serviettes sont fournis. Un petit-déjeuner buffet ou continental est servi sur place. La VILLA M possède une terrasse. Vous séjournerez à 1,9 km du jardin du Luxembourg et à 2,2 km du parc des expositions Paris Expo - Porte de Versailles. L'aéroport de Paris-Orly, le plus proche, est implanté à 13 km.  C'est le quartier préféré des voyageurs visitant Paris, selon les commentaires clients indépendants. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  ", https://www.booking.com/hotel/fr/villa-m-paris.fr.html?label=gen173nr-1FCAMoTTjjAkgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBAogCAagCA7gCkuqqlgbAAgHSAiRmYjcyNzhiZC1kZDg2LTRlOTAtOTcwZi1iMjFkNjkyZGJkOWLYAgXgAgE&sid=1b0b1ea9085c05c4244ffa6130b1802b,Paris,48.842497,2.31246
276,Babel Belleville,9.0,"Doté d'un bar et d'un salon commun, le Babel Belleville est situé à Paris, à 2,2 km de l'opéra Bastille et à 2,3 km du centre Pompidou. Il propose un restaurant, une réception ouverte 24h/24, un service d'étage et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. L'hôtel propose des chambres familiales. L'hôtel sert un petit-déjeuner continental. Le Babel Belleville possède une terrasse. Vous séjournerez à 2,9 km de la cathédrale Notre-Dame et à 3 km de la salle de concert La Cigale. Enfin, moyennant des frais supplémentaires, vous bénéficierez d'un service de navette pour l'aéroport de Paris-Orly, le plus proche, accessible à 16 km du Babel Belleville.  Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  ", https://www.booking.com/hotel/fr/babel-hotels-belleville.fr.html?label=gen173nr-1FCAMoTTjjAkgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBAogCAagCA7gCkuqqlgbAAgHSAiRmYjcyNzhiZC1kZDg2LTRlOTAtOTcwZi1iMjFkNjkyZGJkOWLYAgXgAgE&sid=1b0b1ea9085c05c4244ffa6130b1802b,Paris,48.871646,2.378144
277,Paris j'Adore Hotel & Spa,9.1,"Situé à Paris, le Paris j’Adore Hotel & Spa est un établissement réservé aux adultes avec un bar et une terrasse. L’établissement propose un restaurant, une réception ouverte 24h/24, un service d'étage ainsi qu’une connexion Wi-Fi gratuite dans l’ensemble de ses locaux. Vous pourrez utiliser la piscine intérieure ou profiter de la vue sur la ville. Les chambres de l’hôtel sont dotées d’une armoire. Chaque logement comprend la climatisation, une télévision et une salle de bains privative avec des peignoirs. Certaines chambres bénéficient également d’un balcon. Tous les logements sont équipés d'un sèche-cheveux et d'un iPad. Le Paris j'Adore Hotel & Spa propose tous les matins un petit-déjeuner continental et à la carte. Les sites d'intérêt à proximité de l'hôtel incluent l'opéra Garnier, la salle de concert La Cigale et le Sacré-Cœur. L'aéroport de Paris-Orly, le plus proche, se trouve à 17 km.  C'est le quartier préféré des voyageurs visitant Paris, selon les commentaires clients indépendants. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  ", https://www.booking.com/hotel/fr/paris-j-39-adore-amp-spa.fr.html?label=gen173nr-1FCAMoTTjjAkgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBAogCAagCA7gCkuqqlgbAAgHSAiRmYjcyNzhiZC1kZDg2LTRlOTAtOTcwZi1iMjFkNjkyZGJkOWLYAgXgAgE&sid=1b0b1ea9085c05c4244ffa6130b1802b,Paris,48.882529,2.319161
278,Hôtel Monsieur Aristide,9.3,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel Monsieur Aristide !   pour économiser. Doté d'un bar, d'un jardin et offrant une vue sur son jardin, l'Hôtel Monsieur Aristide est situé à Paris, à 500 mètres de la salle de concert La Cigale. Il propose un restaurant, une réception ouverte 24h/24, un service d'étage et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. L'hôtel dispose de chambres familiales. Toutes les chambres comprennent un bureau. Les chambres disposent de la climatisation, d'un coffre-fort et d'une télévision à écran plat. Certaines possèdent un balcon. Le linge de lit et les serviettes sont fournis. Un petit-déjeuner buffet est servi chaque matin. L'hôtel possède une terrasse. L'Hôtel Monsieur Aristide se trouve à 600 mètres du Sacré-Cœur et à 1,5 km de l'opéra Garnier. L'aéroport le plus proche, celui de Paris-Orly, est situé à 17 km. Un service de navette aéroport peut être assuré moyennant des frais supplémentaires.  C'est le quartier préféré des voyageurs visitant Paris, selon les commentaires clients indépendants. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  ", https://www.booking.com/hotel/fr/monsieur-aristide-paris1.fr.html?label=gen173nr-1FCAMoTTjjAkgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBAogCAagCA7gCkuqqlgbAAgHSAiRmYjcyNzhiZC1kZDg2LTRlOTAtOTcwZi1iMjFkNjkyZGJkOWLYAgXgAgE&sid=1b0b1ea9085c05c4244ffa6130b1802b,Paris,48.885352,2.335066
279,La Demeure Montaigne,9.1,"Situé à Paris, l'établissement La Demeure Montaigne propose un restaurant, une salle de sport, un bar et un salon commun. Il propose un service de concierge, un bureau d'excursions et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. La réception est ouverte 24h/24. Des services d'étage et de change sont assurés. Toutes les chambres comprennent une armoire. Les logements de La Demeure Montaigne disposent d'une télévision à écran plat, de la climatisation et d'une salle de bains privative pourvue de peignoirs. Certains comprennent un coin salon. Le linge de lit et les serviettes sont fournis. Un petit-déjeuner buffet ou continental est servi sur place. Vous aurez accès à l'espace bien-être de l'hôtel, qui comprend un hammam, un sauna et un bain à remous. L'établissement possède une piscine intérieure sur place, un salon de coiffure et un centre d'affaires. Vous séjournerez à proximité de l'Arc de Triomphe, de la tour Eiffel et du musée de l'Orangerie. L'aéroport de Paris-Orly, le plus proche, est à 16 km.  C'est le quartier préféré des voyageurs visitant Paris, selon les commentaires clients indépendants. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  ", https://www.booking.com/hotel/fr/la-demeure-montaigne.fr.html?label=gen173nr-1FCAMoTTjjAkgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBAogCAagCA7gCkuqqlgbAAgHSAiRmYjcyNzhiZC1kZDg2LTRlOTAtOTcwZi1iMjFkNjkyZGJkOWLYAgXgAgE&sid=1b0b1ea9085c05c4244ffa6130b1802b,Paris,48.867792,2.303308
280,Le Général Hôtel,9.1,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement Le Général Hôtel !   pour économiser. Le Général Hôtel se trouve à seulement 5 minutes de la place de la République, dans le 11ème arrondissement. Il dispose d'un centre de remise en forme avec sauna. Les hébergements comprennent une machine à café Nespresso, une télévision à écran plat et une connexion Wi-Fi gratuite. Toutes les chambres sont climatisées et dotées d'une station d'accueil pour iPod. Les salles de bains privatives sont pourvues d'articles de toillette L'Occitane, d'un sèche-cheveux et d'une baignoire ou d'une douche. Vous pourrez savourer un petit-déjeuner buffet sucré et salé en salle ou être servi directement dans votre chambre. Vous pourrez également vous détendre au bar de l'hôtel et profiter de la sélection de journaux internationaux. Le Général Hôtel est à 350 mètres de la station de métro République qui propose des correspondances avec 4 lignes de métro. Les boutiques et les cafés du quartier populaire du Marais sont à 500 mètres. Le Centre Georges Pompidou se trouve à 30 minutes à pied de l'hôtel.  C'est le quartier préféré des voyageurs visitant Paris, selon les commentaires clients indépendants. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  ", https://www.booking.com/hotel/fr/legeneral.fr.html?label=gen173nr-1FCAMoTTjjAkgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBAogCAagCA7gCkuqqlgbAAgHSAiRmYjcyNzhiZC1kZDg2LTRlOTAtOTcwZi1iMjFkNjkyZGJkOWLYAgXgAgE&sid=1b0b1ea9085c05c4244ffa6130b1802b,Paris,48.86611925,2.36692071
281,B Montmartre,9.0,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement B Montmartre !   pour économiser. Le B Montmartre vous accueille à côté de la station de métro Place de Clichy, dans le quartier parisien animé de Montmartre. Cet établissement propose une connexion Wi-Fi gratuite ainsi que des hébergements dotés d’une télévision par satellite et d’une salle de bains privative. Toutes les chambres comprennent également un minibar. L’hôtel B Montmartre possède une réception ouverte 24h/24. Vous séjournerez à quelques minutes en métro de la basilique du Sacré-Cœur et de l’opéra Garnier.  C'est le quartier préféré des voyageurs visitant Paris, selon les commentaires clients indépendants. Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  ", https://www.booking.com/hotel/fr/hotelbeausejour.fr.html?label=gen173nr-1FCAMoTTjjAkgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBAogCAagCA7gCkuqqlgbAAgHSAiRmYjcyNzhiZC1kZDg2LTRlOTAtOTcwZi1iMjFkNjkyZGJkOWLYAgXgAgE&sid=1b0b1ea9085c05c4244ffa6130b1802b,Paris,48.88361089,2.32573561
282,Campanile Hotel Paris Bercy Village,7.9,"Le moderne Campanile Hotel Paris Bercy Village vous accueille à Paris, dans le quartier de Bercy, à seulement 2 minutes du cinéma, des boutiques et des restaurants du centre commercial Bercy Village. L’établissement propose des chambres insonorisées dotées d’une télévision par satellite. Tous les hébergements climatisés du Campanile Hotel Paris Bercy Village comportent un plateau/bouilloire. La salle de bains privative est pourvue d’une douche et d’un sèche-cheveux. Un petit-déjeuner buffet américain est servi chaque matin. Le bar de l'hôtel est ouvert du lundi au samedi de 17h00 à minuit. Les repas peuvent être commandés entre 18h00 et 23h00 en semaine. La réception est ouverte 24h/24. Par ailleurs, une connexion Wi-Fi est mise gratuitement à votre disposition dans l’ensemble des locaux. L'hôtel Campanile Paris Bercy se trouve à 5 minutes à pied du Palais omnisports. Vous séjournerez à seulement 350 mètres de la station Cour Saint-Émilion, vous permettant de rejoindre directement le musée du Louvre et l’opéra Garnier. Des places de parking en nombre limité sont accessibles moyennant des frais supplémentaires, à partir de midi et pour une durée de 24 heures.  Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de   pour un séjour à deux.  Chaîne hôtelière/marque:Campanile", https://www.booking.com/hotel/fr/parisbercyvillage.fr.html?label=gen173nr-1FCAMoTTjjAkgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBAogCAagCA7gCkuqqlgbAAgHSAiRmYjcyNzhiZC1kZDg2LTRlOTAtOTcwZi1iMjFkNjkyZGJkOWLYAgXgAgE&sid=1b0b1ea9085c05c4244ffa6130b1802b,Paris,48.83512358,2.38760747
283,The ReMIX Hotel,8.2,"Vous pouvez bénéficier d'une réduction Genius dans l'établissement The ReMIX Hotel !   pour économiser. Rénové par le célèbre designer Saar Zafrir, l’établissement The ReMIX Hotel possède un bar, un espace de coworking, 10 salles de réunion et une salle de sport. Il se trouve dans le quartier branché de La Villette, à Paris. Décorées dans un style alliant le glamour parisien et le côté rock des années 80, les chambres modernes disposent de têtes de lit avec ports USB intégrés, d'une connexion Wi-Fi haut débit et d'une télévision à écran plat avec Chromecast. Leur salle de bains privative en marbre est pourvue d’une douche ou d’une baignoire. Un petit-déjeuner buffet est servi de 6h30 à 10h00 et vous pourrez déguster un café dans l'espace de coworking. La réception est ouverte 24h/24. Les salles de concert du Zénith et de la Philharmonie de Paris sont accessibles en 10 minutes à pied. L'hôtel est desservi par les lignes de métro 7, 5 et 3b, ainsi que par le RER E. Des quartiers tels que celui de l'Opéra se trouvent à 15 minutes. Vous pourrez également rejoindre l'hôtel en vélo le long du canal de l'Ourcq et le garer dans un parking à vélos public à proximité.   ", https://www.booking.com/hotel/fr/paris-la-villette.fr.html?label=gen173nr-1FCAMoTTjjAkgNWARoTYgBAZgBDbgBF8gBDNgBAegBAfgBAogCAagCA7gCkuqqlgbAAgHSAiRmYjcyNzhiZC1kZDg2LTRlOTAtOTcwZi1iMjFkNjkyZGJkOWLYAgXgAgE&sid=1b0b1ea9085c05c4244ffa6130b1802b,Paris,48.89693581,2.38529652
